Status_Milestone_Guide_RNAs,Description,Authors,Sex,Data_Repository,Tissue_ID,Name,Status_Milestone_Germ_line_transmission,Tissue,Gene,Endpoint,Data_page_link,Data_Link,Expression_data,Assay_ID,Status_Milestone_Anatomic_survey,Status_Milestone_Embryo_injection,Repository_page_link,Data_Format,Provider_institution,Endpoint_detection,Status_Milestone_Validation_of_expression,Status_Milestone_Detailed_expression,PI,Status_Milestone_Mouse_available,MMRRC_ID,id,pharosReady
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0001264,FLAG-TAS2R4-IRES-CRExAi9_pancreas_female,Complete,pancreas,TAS2R4,fold change,http://amis.docking.org/lookups?gene_name=TAS2R4&organ_name=pancreas,http://amis.docking.org/img_browser?instrument=Histological&gene=TAS2R4&organ=pancreas,no,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65282,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065282-UNC,https://repo.metadatacenter.org/template-instances/5c518ed8-9494-48b7-96cc-8826da7b0f45,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0002106,FLAG-TAS2R4-IRES-CRExAi9_spleen_male,Complete,spleen,TAS2R4,fold change,http://amis.docking.org/lookups?gene_name=TAS2R4&organ_name=spleen,http://amis.docking.org/img_browser?instrument=Histological&gene=TAS2R4&organ=spleen,no,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65282,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065282-UNC,https://repo.metadatacenter.org/template-instances/6a14c3bd-e2d7-4342-9866-e8fec37af9e2,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0002106,FLAG-TAS2R4-IRES-CRExAi9_spleen_female,Complete,spleen,TAS2R4,fold change,http://amis.docking.org/lookups?gene_name=TAS2R4&organ_name=spleen,http://amis.docking.org/img_browser?instrument=Histological&gene=TAS2R4&organ=spleen,no,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65282,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065282-UNC,https://repo.metadatacenter.org/template-instances/5c3bd687-baa2-40b8-b2ac-0a7bf7ef727e,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0000945,FLAG-TAS2R4-IRES-CRExAi9_stomach_male,Complete,stomach,TAS2R4,fold change,http://amis.docking.org/lookups?gene_name=TAS2R4&organ_name=stomach,http://amis.docking.org/img_browser?instrument=Histological&gene=TAS2R4&organ=stomach,no,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65282,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065282-UNC,https://repo.metadatacenter.org/template-instances/bf8a5417-6f03-405d-8b76-51c2ad79b850,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0000945,FLAG-TAS2R4-IRES-CRExAi9_stomach_female,Complete,stomach,TAS2R4,fold change,http://amis.docking.org/lookups?gene_name=TAS2R4&organ_name=stomach,http://amis.docking.org/img_browser?instrument=Histological&gene=TAS2R4&organ=stomach,no,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65282,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065282-UNC,https://repo.metadatacenter.org/template-instances/a924301b-05ce-451c-a658-d4b64f6f7cab,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0000473,FLAG-TAS2R4-IRES-CRExAi9_testes_male,Complete,testis,TAS2R4,fold change,http://amis.docking.org/lookups?gene_name=TAS2R4&organ_name=testes,http://amis.docking.org/img_browser?instrument=Histological&gene=TAS2R4&organ=testes,no,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65282,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065282-UNC,https://repo.metadatacenter.org/template-instances/de94f17e-1622-4e74-a637-9969d934ff4f,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0002370,FLAG-TAS2R4-IRES-CRExAi9_thymus_male,Complete,thymus,TAS2R4,fold change,http://amis.docking.org/lookups?gene_name=TAS2R4&organ_name=thymus,http://amis.docking.org/img_browser?instrument=Histological&gene=TAS2R4&organ=thymus,no,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65282,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065282-UNC,https://repo.metadatacenter.org/template-instances/7b3e3e7f-08ad-4b3a-9979-3fc0af61b396,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0001723,FLAG-TAS2R4-IRES-CRExAi9_tongue_male,Complete,tongue,TAS2R4,fold change,http://amis.docking.org/lookups?gene_name=TAS2R4&organ_name=tongue,http://amis.docking.org/img_browser?instrument=Histological&gene=TAS2R4&organ=tongue,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65282,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065282-UNC,https://repo.metadatacenter.org/template-instances/07f1c41d-5319-4331-ad37-95f15a34eeae,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0002370,FLAG-TAS2R4-IRES-CRExAi9_thymus_female,Complete,thymus,TAS2R4,fold change,http://amis.docking.org/lookups?gene_name=TAS2R4&organ_name=thymus,http://amis.docking.org/img_browser?instrument=Histological&gene=TAS2R4&organ=thymus,no,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65282,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065282-UNC,https://repo.metadatacenter.org/template-instances/d81f2323-4aa5-4396-8f5a-217a493ddbfd,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0001723,FLAG-TAS2R4-IRES-CRExAi9_tongue_female,Complete,tongue,TAS2R4,fold change,http://amis.docking.org/lookups?gene_name=TAS2R4&organ_name=tongue,http://amis.docking.org/img_browser?instrument=Histological&gene=TAS2R4&organ=tongue,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65282,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065282-UNC,https://repo.metadatacenter.org/template-instances/ff50db9c-e771-4dd1-a557-de8b868bdeed,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0001255,FLAG-GPR85-IRES-CRExAi9_bladder_male,Complete,urinary bladder,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=bladder,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=bladder,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/72d182cb-efaf-4629-a22d-de7ca5016691,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0001255,FLAG-GPR85-IRES-CRExAi9_bladder_female,Complete,urinary bladder,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=bladder,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=bladder,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/2c4cfb4d-7608-4bc5-80be-51e596c0e0f1,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0000955,FLAG-GPR85-IRES-CRExAi9_Brain_male,Complete,brain,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=brain,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=brain,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/b82bd614-7607-4dac-a0d7-8d47908eebea,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0000955,FLAG-GPR85-IRES-CRExAi9_Brain_female,Complete,brain,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=brain,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=brain,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/ebdf4858-544f-4d61-8f6c-5162bf69b4f5,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0001153,FLAG-GPR85-IRES-CRExAi9_cecum_female,Complete,caecum,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=cecum,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=cecum,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/2a23e3a3-6acd-4639-9fa0-e659051a191b,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0001153,FLAG-GPR85-IRES-CRExAi9_cecum_male,Complete,caecum,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=cecum,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=cecum,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/d8401b98-0867-4f5a-9764-3e1023bb2a34,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0001155,FLAG-GPR85-IRES-CRExAi9_colon_male,Complete,colon,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=colon,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=colon,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/b770ebe1-c306-424a-840d-87301618afc8,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0001155,FLAG-GPR85-IRES-CRExAi9_colon_female,Complete,colon,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=colon,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=colon,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/072286a9-8a36-4dfd-9cb4-3e18808fe4e2,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0002114,FLAG-GPR85-IRES-CRExAi9_duodenum_female,Complete,duodenum,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=duodenum,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=duodenum,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/d28b9201-78e9-44c6-b65e-7f79c094088b,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0002114,FLAG-GPR85-IRES-CRExAi9_duodenum_male,Complete,duodenum,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=duodenum,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=duodenum,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/f67a6eaf-1ab8-44ce-b6b1-112403549a9a,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0000019,FLAG-GPR85-IRES-CRExAi9_eyes_male,Complete,camera-type eye,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=eyes,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=eyes,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/4259b6bd-1297-4900-8069-8a19993c6954,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0000019,FLAG-GPR85-IRES-CRExAi9_eyes_female,Complete,camera-type eye,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=eyes,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=eyes,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/3e780320-60a0-4e56-8f9b-c222af3ae629,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0000948,FLAG-GPR85-IRES-CRExAi9_heart_male,Complete,heart,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=heart,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=heart,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/6edf3c7c-12ce-47ec-bc5f-aae3f6058cde,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0000948,FLAG-GPR85-IRES-CRExAi9_heart_female,Complete,heart,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=heart,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=heart,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/a95d99b2-b260-4cab-a3ed-64b6647da933,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0002116,FLAG-GPR85-IRES-CRExAi9_ileum_female,Complete,ileum,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=ileum,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=ileum,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/47175942-749e-4799-8c97-8a5f0c5ca85d,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0002116,FLAG-GPR85-IRES-CRExAi9_ileum_male,Complete,ileum,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=ileum,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=ileum,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/e8e6192a-9e4d-4da9-9532-2bc7d7ecdb67,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",male,amis.docking.org,UBERON:0002115,FLAG-GPR85-IRES-CRExAi9_jejunum_male,Complete,jejunum,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=jejunum,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=jejunum,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/1cbdb6c6-991b-4643-8603-ceabba951b59,true
Complete,"This data is a collection of image sets derived through crossing of a CRE driver line to the Ai9 CRE-reporter mouse line. Individual organs were harvested, histologically processed, and imaged using an Olympus Slide Scanner. Individual images are uploaded and stored on the amis.docking.org webserver for public viewing. This data represents our summary of the positive or negative classification of this organ for expression of the specificed gene.","Yi-Ting Chiu, Noah Sciaky, Karoline White, Justin English, Kunjie Hua, Reid Olsen",female,amis.docking.org,UBERON:0002115,FLAG-GPR85-IRES-CRExAi9_jejunum_female,Complete,jejunum,GPR85,fold change,http://amis.docking.org/lookups?gene_name=GPR85&organ_name=jejunum,http://amis.docking.org/img_browser?instrument=Histological&gene=GPR85&organ=jejunum,yes,null,Complete,Complete,https://www.mmrrc.org/catalog/sds.php?mmrrc_id=65283,TIFF,UNC Chapel Hill,fluorescence intensity,Complete,Complete,Bryan Roth,Complete,065283-UNC,https://repo.metadatacenter.org/template-instances/5d8505ef-4a4d-43ca-a58d-1f2f87116aca,true
